work_year,job_title,job_category,salary_currency,salary,salary_in_usd,employee_residence,experience_level,employment_type,work_setting,company_location,company_size,salary_in_usd_adjusted,log_salary_usd,simplified_job_title,employee_region,company_region,cross_border_work,cross_region_work,is_remote,salary_quartile,experience_level_encoded,company_size_encoded
2023,Data DevOps Engineer,Data Engineering,EUR,88000,95012.0,Germany,Mid-level,Full-time,Hybrid,Germany,L,95012.0,11.461758478394984,Other Data Professional,Europe,Europe,False,False,0,Low,1,2
2023,Data Architect,Data Architecture and Modeling,USD,186000,186000.0,United States,Senior,Full-time,In-person,United States,M,186000.0,12.133501952695338,Data Architect,North America,North America,False,False,0,High,2,1
2023,Data Architect,Data Architecture and Modeling,USD,81800,81800.0,United States,Senior,Full-time,In-person,United States,M,81800.0,11.312032522590838,Data Architect,North America,North America,False,False,0,Low,2,1
2023,Data Scientist,Data Science and Research,USD,212000,212000.0,United States,Senior,Full-time,In-person,United States,M,212000.0,12.26434155365415,Data Scientist,North America,North America,False,False,0,Very High,2,1
2023,Data Scientist,Data Science and Research,USD,93300,93300.0,United States,Senior,Full-time,In-person,United States,M,93300.0,11.443575386835436,Data Scientist,North America,North America,False,False,0,Low,2,1
2023,Data Scientist,Data Science and Research,USD,130000,130000.0,United States,Senior,Full-time,Remote,United States,M,130000.0,11.77528972943772,Data Scientist,North America,North America,False,False,1,Medium,2,1
2023,Data Scientist,Data Science and Research,USD,100000,100000.0,United States,Senior,Full-time,Remote,United States,M,100000.0,11.512925464970229,Data Scientist,North America,North America,False,False,1,Low,2,1
2023,Machine Learning Researcher,Machine Learning and AI,USD,224400,224400.0,United States,Mid-level,Full-time,In-person,United States,M,224400.0,12.321185452630678,ML/AI Engineer,North America,North America,False,False,0,Very High,1,1
2023,Machine Learning Researcher,Machine Learning and AI,USD,138700,138700.0,United States,Mid-level,Full-time,In-person,United States,M,138700.0,11.840068606302923,ML/AI Engineer,North America,North America,False,False,0,Medium,1,1
2023,Data Engineer,Data Engineering,USD,210000,210000.0,United States,Executive,Full-time,Remote,United States,M,210000.0,12.254862809699606,Data Engineer,North America,North America,False,False,1,Very High,3,1
2023,Data Engineer,Data Engineering,USD,168000,168000.0,United States,Executive,Full-time,Remote,United States,M,168000.0,12.031719258385396,Data Engineer,North America,North America,False,False,1,High,3,1
2023,Machine Learning Engineer,Machine Learning and AI,USD,224400,224400.0,United States,Senior,Full-time,In-person,United States,M,224400.0,12.321185452630678,ML/AI Engineer,North America,North America,False,False,0,Very High,2,1
2023,Machine Learning Engineer,Machine Learning and AI,USD,138700,138700.0,United States,Senior,Full-time,In-person,United States,M,138700.0,11.840068606302923,ML/AI Engineer,North America,North America,False,False,0,Medium,2,1
2023,Data Scientist,Data Science and Research,GBP,35000,43064.0,United Kingdom,Mid-level,Full-time,In-person,United Kingdom,M,43064.0,10.670442660240793,Data Scientist,Europe,Europe,False,False,0,Low,1,1
2023,Data Scientist,Data Science and Research,GBP,30000,36912.0,United Kingdom,Mid-level,Full-time,In-person,United Kingdom,M,36912.0,10.516291980413534,Data Scientist,Europe,Europe,False,False,0,Low,1,1
2023,Data Analyst,Data Analysis,USD,95000,95000.0,United States,Entry-level,Full-time,In-person,United States,M,95000.0,11.461632170582678,Data Analyst,North America,North America,False,False,0,Low,0,1
2023,Data Analyst,Data Analysis,USD,75000,75000.0,United States,Entry-level,Full-time,In-person,United States,M,75000.0,11.225243392518447,Data Analyst,North America,North America,False,False,0,Low,0,1
2023,Data Scientist,Data Science and Research,USD,300000,300000.0,United States,Senior,Full-time,In-person,United States,M,300000.0,12.611537753638338,Data Scientist,North America,North America,False,False,0,Very High,2,1
2023,Data Scientist,Data Science and Research,USD,234000,234000.0,United States,Senior,Full-time,In-person,United States,M,234000.0,12.363076394339839,Data Scientist,North America,North America,False,False,0,Very High,2,1
2023,Analytics Engineer,Leadership and Management,USD,140000,140000.0,United States,Mid-level,Full-time,In-person,United States,M,140000.0,11.84939770159144,Analytics Professional,North America,North America,False,False,0,Medium,1,1
2023,Analytics Engineer,Leadership and Management,USD,120000,120000.0,United States,Mid-level,Full-time,In-person,United States,M,120000.0,11.695247021764184,Analytics Professional,North America,North America,False,False,0,Medium,1,1
2023,Machine Learning Engineer,Machine Learning and AI,USD,204500,204500.0,United States,Mid-level,Full-time,In-person,United States,M,204500.0,12.228323254464993,ML/AI Engineer,North America,North America,False,False,0,Very High,1,1
2023,Machine Learning Engineer,Machine Learning and AI,USD,142200,142200.0,United States,Mid-level,Full-time,In-person,United States,M,142200.0,11.864989796351278,ML/AI Engineer,North America,North America,False,False,0,Medium,1,1
2023,Data Analyst,Data Analysis,USD,155000,155000.0,United States,Mid-level,Full-time,In-person,United States,M,155000.0,11.951180395901384,Data Analyst,North America,North America,False,False,0,High,1,1
2023,Data Analyst,Data Analysis,USD,110000,110000.0,United States,Mid-level,Full-time,In-person,United States,M,110000.0,11.608235644774552,Data Analyst,North America,North America,False,False,0,Medium,1,1
2023,Machine Learning Engineer,Machine Learning and AI,USD,266500,266500.0,United States,Senior,Full-time,In-person,United States,M,266500.0,12.493129522588037,ML/AI Engineer,North America,North America,False,False,0,Very High,2,1
2023,Machine Learning Engineer,Machine Learning and AI,USD,152000,152000.0,United States,Senior,Full-time,In-person,United States,M,152000.0,11.931635799828413,ML/AI Engineer,North America,North America,False,False,0,High,2,1
2023,Applied Scientist,Data Science and Research,USD,222200,222200.0,United States,Mid-level,Full-time,In-person,United States,L,222200.0,12.311333156187667,Other Data Professional,North America,North America,False,False,0,Very High,1,2
2023,Applied Scientist,Data Science and Research,USD,136000,136000.0,United States,Mid-level,Full-time,In-person,United States,L,136000.0,11.820410164718188,Other Data Professional,North America,North America,False,False,0,Medium,1,2
2023,Machine Learning Engineer,Machine Learning and AI,USD,273400,273400.0,United States,Senior,Full-time,In-person,United States,M,273400.0,12.518691203271986,ML/AI Engineer,North America,North America,False,False,0,Very High,2,1
2023,Machine Learning Engineer,Machine Learning and AI,USD,182200,182200.0,United States,Senior,Full-time,In-person,United States,M,182200.0,12.112860263807995,ML/AI Engineer,North America,North America,False,False,0,High,2,1
2023,BI Developer,BI and Visualization,USD,167500,167500.0,United States,Senior,Full-time,In-person,United States,M,167500.0,12.028738630247258,BI Developer,North America,North America,False,False,0,High,2,1
2023,BI Developer,BI and Visualization,USD,106500,106500.0,United States,Senior,Full-time,In-person,United States,M,106500.0,11.575900264131617,BI Developer,North America,North America,False,False,0,Low,2,1
2023,Data Engineer,Data Engineering,USD,185900,185900.0,United States,Senior,Full-time,In-person,United States,M,185900.0,12.132964173709535,Data Engineer,North America,North America,False,False,0,High,2,1
2023,Data Engineer,Data Engineering,USD,129300,129300.0,United States,Senior,Full-time,In-person,United States,M,129300.0,11.76989056475995,Data Engineer,North America,North America,False,False,0,Medium,2,1
2023,Business Intelligence Engineer,BI and Visualization,USD,185000,185000.0,United States,Mid-level,Full-time,In-person,United States,L,185000.0,12.128111104060462,BI Developer,North America,North America,False,False,0,High,1,2
2023,Business Intelligence Engineer,BI and Visualization,USD,79600,79600.0,United States,Mid-level,Full-time,In-person,United States,L,79600.0,11.284769371832475,BI Developer,North America,North America,False,False,0,Low,1,2
2023,Data Engineer,Data Engineering,USD,122000,122000.0,United States,Senior,Full-time,In-person,United States,M,122000.0,11.711776323715394,Data Engineer,North America,North America,False,False,0,Medium,2,1
2023,Data Engineer,Data Engineering,USD,94500,94500.0,United States,Senior,Full-time,In-person,United States,M,94500.0,11.456355113481834,Data Engineer,North America,North America,False,False,0,Low,2,1
2023,Data Engineer,Data Engineering,USD,247300,247300.0,United States,Senior,Full-time,In-person,United States,M,247300.0,12.418357453509508,Data Engineer,North America,North America,False,False,0,Very High,2,1
2023,Data Engineer,Data Engineering,USD,139700,139700.0,United States,Senior,Full-time,In-person,United States,M,139700.0,11.847252545245054,Data Engineer,North America,North America,False,False,0,Medium,2,1
2023,Data Analyst,Data Analysis,USD,176000,176000.0,United States,Senior,Full-time,In-person,United States,M,176000.0,12.078239274020289,Data Analyst,North America,North America,False,False,0,High,2,1
2023,Data Analyst,Data Analysis,USD,100000,100000.0,United States,Senior,Full-time,In-person,United States,M,100000.0,11.512925464970229,Data Analyst,North America,North America,False,False,0,Low,2,1
2023,Machine Learning Engineer,Machine Learning and AI,USD,204500,204500.0,United States,Senior,Full-time,In-person,United States,M,204500.0,12.228323254464993,ML/AI Engineer,North America,North America,False,False,0,Very High,2,1
2023,Machine Learning Engineer,Machine Learning and AI,USD,142200,142200.0,United States,Senior,Full-time,In-person,United States,M,142200.0,11.864989796351278,ML/AI Engineer,North America,North America,False,False,0,Medium,2,1
2023,Research Scientist,Data Science and Research,USD,247600,247600.0,United States,Senior,Full-time,In-person,United States,L,247600.0,12.419569819792578,Data Scientist,North America,North America,False,False,0,Very High,2,2
2023,Research Scientist,Data Science and Research,USD,127300,127300.0,United States,Senior,Full-time,In-person,United States,L,127300.0,11.754301784545499,Data Scientist,North America,North America,False,False,0,Medium,2,2
2023,Data Scientist,Data Science and Research,USD,223400,223400.0,United States,Senior,Full-time,Remote,United States,M,223400.0,12.316719165617238,Data Scientist,North America,North America,False,False,1,Very High,2,1
2023,Data Scientist,Data Science and Research,USD,186200,186200.0,United States,Senior,Full-time,Remote,United States,M,186200.0,12.134576643825104,Data Scientist,North America,North America,False,False,1,High,2,1
2023,Data Engineer,Data Engineering,USD,167500,167500.0,United States,Senior,Full-time,In-person,United States,M,167500.0,12.028738630247258,Data Engineer,North America,North America,False,False,0,High,2,1
2023,Data Engineer,Data Engineering,USD,106500,106500.0,United States,Senior,Full-time,In-person,United States,M,106500.0,11.575900264131617,Data Engineer,North America,North America,False,False,0,Low,2,1
2023,Data Scientist,Data Science and Research,USD,185900,185900.0,United States,Senior,Full-time,In-person,United States,M,185900.0,12.132964173709535,Data Scientist,North America,North America,False,False,0,High,2,1
2023,Data Scientist,Data Science and Research,USD,129300,129300.0,United States,Senior,Full-time,In-person,United States,M,129300.0,11.76989056475995,Data Scientist,North America,North America,False,False,0,Medium,2,1
2023,Research Analyst,Data Science and Research,USD,72000,72000.0,United States,Entry-level,Full-time,Remote,United States,M,72000.0,11.184421397998193,Other Data Professional,North America,North America,False,False,1,Low,0,1
2023,Research Analyst,Data Science and Research,USD,64000,64000.0,United States,Entry-level,Full-time,Remote,United States,M,64000.0,11.06663836234181,Other Data Professional,North America,North America,False,False,1,Low,0,1
2023,Analytics Engineer,Leadership and Management,USD,179820,179820.0,United States,Senior,Full-time,In-person,United States,M,179820.0,12.099711629538763,Analytics Professional,North America,North America,False,False,0,High,2,1
2023,Analytics Engineer,Leadership and Management,USD,143860,143860.0,United States,Senior,Full-time,In-person,United States,M,143860.0,11.876595883421347,Analytics Professional,North America,North America,False,False,0,Medium,2,1
2023,Research Scientist,Data Science and Research,USD,283050,283050.0,United States,Senior,Full-time,In-person,United States,M,283050.0,12.553378839464806,Data Scientist,North America,North America,False,False,0,Very High,2,1
2023,Research Scientist,Data Science and Research,USD,188700,188700.0,United States,Senior,Full-time,In-person,United States,M,188700.0,12.147913731356642,Data Scientist,North America,North America,False,False,0,High,2,1
2023,Data Engineer,Data Engineering,USD,133000,133000.0,United States,Mid-level,Full-time,In-person,United States,M,133000.0,11.79810440720389,Data Engineer,North America,North America,False,False,0,Medium,1,1
2023,Data Engineer,Data Engineering,USD,58400,58400.0,United States,Mid-level,Full-time,In-person,United States,M,58400.0,10.975071168816319,Data Engineer,North America,North America,False,False,0,Low,1,1
2023,Research Engineer,Data Science and Research,USD,141298,141298.0,United States,Senior,Full-time,In-person,United States,M,141298.0,11.858626414290775,Data Scientist,North America,North America,False,False,0,Medium,2,1
2023,Research Engineer,Data Science and Research,USD,115607,115607.0,United States,Senior,Full-time,In-person,United States,M,115607.0,11.657951787020336,Data Scientist,North America,North America,False,False,0,Medium,2,1
2023,Data Analyst,Data Analysis,USD,100000,100000.0,United States,Entry-level,Full-time,In-person,United States,M,100000.0,11.512925464970229,Data Analyst,North America,North America,False,False,0,Low,0,1
2023,Data Analyst,Data Analysis,USD,75000,75000.0,United States,Entry-level,Full-time,In-person,United States,M,75000.0,11.225243392518447,Data Analyst,North America,North America,False,False,0,Low,0,1
2023,Machine Learning Engineer,Machine Learning and AI,USD,266500,266500.0,Canada,Senior,Full-time,In-person,Canada,M,266500.0,12.493129522588037,ML/AI Engineer,North America,North America,False,False,0,Very High,2,1
2023,Machine Learning Engineer,Machine Learning and AI,USD,144400,144400.0,Canada,Senior,Full-time,In-person,Canada,M,144400.0,11.880342505440863,ML/AI Engineer,North America,North America,False,False,0,Medium,2,1
2023,Data Engineer,Data Engineering,GBP,58000,71363.0,United Kingdom,Senior,Full-time,In-person,United Kingdom,M,71363.0,11.175534806728963,Data Engineer,Europe,Europe,False,False,0,Low,2,1
2023,Data Engineer,Data Engineering,GBP,45000,55368.0,United Kingdom,Senior,Full-time,In-person,United Kingdom,M,55368.0,10.9217570885217,Data Engineer,Europe,Europe,False,False,0,Low,2,1
2023,Research Scientist,Data Science and Research,USD,287500,287500.0,United States,Senior,Full-time,In-person,United States,M,287500.0,12.568978139219542,Data Scientist,North America,North America,False,False,0,Very High,2,1
2023,Research Scientist,Data Science and Research,USD,156000,156000.0,United States,Senior,Full-time,In-person,United States,M,156000.0,11.957611286231675,Data Scientist,North America,North America,False,False,0,High,2,1
2023,Data Analyst,Data Analysis,USD,90000,90000.0,United States,Mid-level,Full-time,Remote,United States,M,90000.0,11.407564949312402,Data Analyst,North America,North America,False,False,1,Low,1,1
2023,Data Analyst,Data Analysis,USD,70000,70000.0,United States,Mid-level,Full-time,Remote,United States,M,70000.0,11.156250521031495,Data Analyst,North America,North America,False,False,1,Low,1,1
2023,Data Engineer,Data Engineering,USD,199000,199000.0,United States,Senior,Full-time,In-person,United States,M,199000.0,12.201060103706629,Data Engineer,North America,North America,False,False,0,Very High,2,1
2023,Data Engineer,Data Engineering,USD,162000,162000.0,United States,Senior,Full-time,In-person,United States,M,162000.0,11.99535161421452,Data Engineer,North America,North America,False,False,0,High,2,1
2023,Data Engineer,Data Engineering,USD,170884,170884.0,United States,Mid-level,Full-time,Remote,United States,M,170884.0,12.048740242719699,Data Engineer,North America,North America,False,False,1,High,1,1
2023,Data Engineer,Data Engineering,USD,113923,113923.0,United States,Mid-level,Full-time,Remote,United States,M,113923.0,11.643278060568726,Data Engineer,North America,North America,False,False,1,Medium,1,1
2023,Data Engineer,Data Engineering,USD,184000,184000.0,United States,Mid-level,Full-time,In-person,United States,M,184000.0,12.122691036591123,Data Engineer,North America,North America,False,False,0,High,1,1
2023,Data Engineer,Data Engineering,USD,123000,123000.0,United States,Mid-level,Full-time,In-person,United States,M,123000.0,11.719939634354555,Data Engineer,North America,North America,False,False,0,Medium,1,1
2023,Data Scientist,Data Science and Research,USD,235750,235750.0,United States,Senior,Full-time,In-person,United States,M,235750.0,12.370527200495705,Data Scientist,North America,North America,False,False,0,Very High,2,1
2023,Data Scientist,Data Science and Research,USD,174250,174250.0,United States,Senior,Full-time,In-person,United States,M,174250.0,12.06824632862277,Data Scientist,North America,North America,False,False,0,High,2,1
2023,Research Scientist,Data Science and Research,USD,165000,165000.0,United States,Mid-level,Full-time,Remote,United States,M,165000.0,12.013700752882718,Data Scientist,North America,North America,False,False,1,High,1,1
2023,Research Scientist,Data Science and Research,USD,118800,118800.0,United States,Mid-level,Full-time,Remote,United States,M,118800.0,11.685196685910682,Data Scientist,North America,North America,False,False,1,Medium,1,1
2023,Data Engineer,Data Engineering,USD,225000,225000.0,United States,Senior,Full-time,Remote,United States,M,225000.0,12.323855681186558,Data Engineer,North America,North America,False,False,1,Very High,2,1
2023,Data Engineer,Data Engineering,USD,150000,150000.0,United States,Senior,Full-time,Remote,United States,M,150000.0,11.918390573078392,Data Engineer,North America,North America,False,False,1,High,2,1
2023,Machine Learning Engineer,Machine Learning and AI,USD,213900,213900.0,United States,Mid-level,Full-time,In-person,United States,M,213900.0,12.273263895070498,ML/AI Engineer,North America,North America,False,False,0,Very High,1,1
2023,Machine Learning Engineer,Machine Learning and AI,USD,116800,116800.0,United States,Mid-level,Full-time,In-person,United States,M,116800.0,11.668218349376264,ML/AI Engineer,North America,North America,False,False,0,Medium,1,1
2023,Data Scientist,Data Science and Research,USD,220000,220000.0,United States,Senior,Full-time,Remote,United States,M,220000.0,12.301382825334498,Data Scientist,North America,North America,False,False,1,Very High,2,1
2023,Data Scientist,Data Science and Research,USD,150000,150000.0,United States,Senior,Full-time,Remote,United States,M,150000.0,11.918390573078392,Data Scientist,North America,North America,False,False,1,High,2,1
2023,Data Scientist,Data Science and Research,USD,150000,150000.0,United States,Mid-level,Full-time,In-person,United States,M,150000.0,11.918390573078392,Data Scientist,North America,North America,False,False,0,High,1,1
2023,Data Scientist,Data Science and Research,USD,100000,100000.0,United States,Mid-level,Full-time,In-person,United States,M,100000.0,11.512925464970229,Data Scientist,North America,North America,False,False,0,Low,1,1
2023,Machine Learning Engineer,Machine Learning and AI,USD,247500,247500.0,United States,Mid-level,Full-time,In-person,United States,M,247500.0,12.419165860990882,ML/AI Engineer,North America,North America,False,False,0,Very High,1,1
2023,Machine Learning Engineer,Machine Learning and AI,USD,172200,172200.0,United States,Mid-level,Full-time,In-person,United States,M,172200.0,12.056411870975767,ML/AI Engineer,North America,North America,False,False,0,High,1,1
2023,Data Engineer,Data Engineering,USD,155000,155000.0,United States,Mid-level,Full-time,In-person,United States,M,155000.0,11.951180395901384,Data Engineer,North America,North America,False,False,0,High,1,1
2023,Data Engineer,Data Engineering,USD,120000,120000.0,United States,Mid-level,Full-time,In-person,United States,M,120000.0,11.695247021764184,Data Engineer,North America,North America,False,False,0,Medium,1,1
2023,Data Engineer,Data Engineering,USD,226700,226700.0,United States,Senior,Full-time,In-person,United States,M,226700.0,12.33138283649562,Data Engineer,North America,North America,False,False,0,Very High,2,1
2023,Data Engineer,Data Engineering,USD,133300,133300.0,United States,Senior,Full-time,In-person,United States,M,133300.0,11.800357506166801,Data Engineer,North America,North America,False,False,0,Medium,2,1
2023,Data Engineer,Data Engineering,USD,184000,184000.0,United States,Senior,Full-time,In-person,United States,M,184000.0,12.122691036591123,Data Engineer,North America,North America,False,False,0,High,2,1
2023,Data Engineer,Data Engineering,USD,123000,123000.0,United States,Senior,Full-time,In-person,United States,M,123000.0,11.719939634354555,Data Engineer,North America,North America,False,False,0,Medium,2,1
2023,Data Scientist,Data Science and Research,USD,130000,130000.0,United States,Senior,Full-time,In-person,United States,M,130000.0,11.77528972943772,Data Scientist,North America,North America,False,False,0,Medium,2,1
2023,Data Scientist,Data Science and Research,USD,117000,117000.0,United States,Senior,Full-time,In-person,United States,M,117000.0,11.669929213779893,Data Scientist,North America,North America,False,False,0,Medium,2,1
2023,Data Science Engineer,Data Science and Research,USD,160000,160000.0,United States,Senior,Full-time,Remote,United States,M,160000.0,11.982929094215963,Other Data Professional,North America,North America,False,False,1,High,2,1
2023,Data Science Engineer,Data Science and Research,USD,140000,140000.0,United States,Senior,Full-time,Remote,United States,M,140000.0,11.84939770159144,Other Data Professional,North America,North America,False,False,1,Medium,2,1
2023,Data Scientist,Data Science and Research,USD,166000,166000.0,United States,Mid-level,Full-time,In-person,United States,M,166000.0,12.01974306733868,Data Scientist,North America,North America,False,False,0,High,1,1
2023,Data Scientist,Data Science and Research,USD,73000,73000.0,United States,Mid-level,Full-time,In-person,United States,M,73000.0,11.198214720130528,Data Scientist,North America,North America,False,False,0,Low,1,1
2023,Data Scientist,Data Science and Research,USD,185900,185900.0,United States,Senior,Full-time,Remote,United States,M,185900.0,12.132964173709535,Data Scientist,North America,North America,False,False,1,High,2,1
2023,Data Scientist,Data Science and Research,USD,129300,129300.0,United States,Senior,Full-time,Remote,United States,M,129300.0,11.76989056475995,Data Scientist,North America,North America,False,False,1,Medium,2,1
2023,Data Engineer,Data Engineering,USD,130000,130000.0,United States,Mid-level,Full-time,In-person,United States,M,130000.0,11.77528972943772,Data Engineer,North America,North America,False,False,0,Medium,1,1
2023,Data Engineer,Data Engineering,USD,104000,104000.0,United States,Mid-level,Full-time,In-person,United States,M,104000.0,11.55214617812351,Data Engineer,North America,North America,False,False,0,Low,1,1
2023,Data Engineer,Data Engineering,USD,143000,143000.0,United States,Senior,Full-time,Remote,United States,M,143000.0,11.870599909242044,Data Engineer,North America,North America,False,False,1,Medium,2,1
2023,Data Engineer,Data Engineering,USD,116000,116000.0,United States,Senior,Full-time,Remote,United States,M,116000.0,11.661345470088502,Data Engineer,North America,North America,False,False,1,Medium,2,1
2023,Research Scientist,Data Science and Research,USD,165000,165000.0,United States,Mid-level,Full-time,Remote,United States,M,165000.0,12.013700752882718,Data Scientist,North America,North America,False,False,1,High,1,1
2023,Research Scientist,Data Science and Research,USD,118800,118800.0,United States,Mid-level,Full-time,Remote,United States,M,118800.0,11.685196685910682,Data Scientist,North America,North America,False,False,1,Medium,1,1
2023,Research Scientist,Data Science and Research,USD,220000,220000.0,United States,Mid-level,Full-time,In-person,United States,M,220000.0,12.301382825334498,Data Scientist,North America,North America,False,False,0,Very High,1,1
2023,Research Scientist,Data Science and Research,USD,180000,180000.0,United States,Mid-level,Full-time,In-person,United States,M,180000.0,12.100712129872347,Data Scientist,North America,North America,False,False,0,High,1,1
2023,Data Engineer,Data Engineering,USD,184000,184000.0,United States,Mid-level,Full-time,In-person,United States,M,184000.0,12.122691036591123,Data Engineer,North America,North America,False,False,0,High,1,1
2023,Data Engineer,Data Engineering,USD,123000,123000.0,United States,Mid-level,Full-time,In-person,United States,M,123000.0,11.719939634354555,Data Engineer,North America,North America,False,False,0,Medium,1,1
2023,Data Engineer,Data Engineering,USD,215000,215000.0,United States,Senior,Full-time,In-person,United States,M,215000.0,12.2783933071098,Data Engineer,North America,North America,False,False,0,Very High,2,1
2023,Data Engineer,Data Engineering,USD,200000,200000.0,United States,Senior,Full-time,In-person,United States,M,200000.0,12.206072645530174,Data Engineer,North America,North America,False,False,0,Very High,2,1
2023,Data Scientist,Data Science and Research,USD,253000,253000.0,United States,Mid-level,Full-time,In-person,United States,M,253000.0,12.441144767709657,Data Scientist,North America,North America,False,False,0,Very High,1,1
2023,Data Scientist,Data Science and Research,USD,131000,131000.0,United States,Mid-level,Full-time,In-person,United States,M,131000.0,11.782952602183288,Data Scientist,North America,North America,False,False,0,Medium,1,1
2023,Machine Learning Engineer,Machine Learning and AI,USD,220000,220000.0,United States,Senior,Full-time,In-person,United States,M,220000.0,12.301382825334498,ML/AI Engineer,North America,North America,False,False,0,Very High,2,1
2023,Machine Learning Engineer,Machine Learning and AI,USD,176000,176000.0,United States,Senior,Full-time,In-person,United States,M,176000.0,12.078239274020289,ML/AI Engineer,North America,North America,False,False,0,High,2,1
2023,Data Quality Analyst,Data Quality and Operations,GBP,40000,49216.0,United Kingdom,Entry-level,Full-time,Remote,United Kingdom,M,49216.0,10.803974052865316,Other Data Professional,Europe,Europe,False,False,1,Low,0,1
2023,Data Quality Analyst,Data Quality and Operations,GBP,30000,36912.0,United Kingdom,Entry-level,Full-time,Remote,United Kingdom,M,36912.0,10.516291980413534,Other Data Professional,Europe,Europe,False,False,1,Low,0,1
2023,Data Scientist,Data Science and Research,USD,210000,210000.0,United States,Senior,Full-time,In-person,United States,M,210000.0,12.254862809699606,Data Scientist,North America,North America,False,False,0,Very High,2,1
2023,Data Scientist,Data Science and Research,USD,147000,147000.0,United States,Senior,Full-time,In-person,United States,M,147000.0,11.898187865760873,Data Scientist,North America,North America,False,False,0,High,2,1
2023,Data Product Manager,Leadership and Management,USD,186000,186000.0,United States,Mid-level,Full-time,In-person,United States,M,186000.0,12.133501952695338,Data Leadership,North America,North America,False,False,0,High,1,1
2023,Data Product Manager,Leadership and Management,USD,161000,161000.0,United States,Mid-level,Full-time,In-person,United States,M,161000.0,11.9891596439666,Data Leadership,North America,North America,False,False,0,High,1,1
2023,Machine Learning Engineer,Machine Learning and AI,USD,205000,205000.0,United States,Senior,Full-time,In-person,United States,M,205000.0,12.230765258120545,ML/AI Engineer,North America,North America,False,False,0,Very High,2,1
2023,Machine Learning Engineer,Machine Learning and AI,USD,152000,152000.0,United States,Senior,Full-time,In-person,United States,M,152000.0,11.931635799828413,ML/AI Engineer,North America,North America,False,False,0,High,2,1
2023,Data Engineer,Data Engineering,USD,220000,220000.0,Canada,Mid-level,Full-time,Remote,Canada,M,220000.0,12.301382825334498,Data Engineer,North America,North America,False,False,1,Very High,1,1
2023,Data Engineer,Data Engineering,USD,190000,190000.0,Canada,Mid-level,Full-time,Remote,Canada,M,190000.0,12.154779351142624,Data Engineer,North America,North America,False,False,1,Very High,1,1
2023,Machine Learning Engineer,Machine Learning and AI,USD,205000,205000.0,United States,Senior,Full-time,In-person,United States,M,205000.0,12.230765258120545,ML/AI Engineer,North America,North America,False,False,0,Very High,2,1
2023,Machine Learning Engineer,Machine Learning and AI,USD,152000,152000.0,United States,Senior,Full-time,In-person,United States,M,152000.0,11.931635799828413,ML/AI Engineer,North America,North America,False,False,0,High,2,1
2023,Data Analyst,Data Analysis,USD,137000,137000.0,United States,Senior,Full-time,Remote,United States,M,137000.0,11.827736204810263,Data Analyst,North America,North America,False,False,1,Medium,2,1
2023,Data Analyst,Data Analysis,USD,110000,110000.0,United States,Senior,Full-time,Remote,United States,M,110000.0,11.608235644774552,Data Analyst,North America,North America,False,False,1,Medium,2,1
2023,Data Scientist,Data Science and Research,USD,172000,172000.0,United States,Senior,Full-time,Remote,United States,M,172000.0,12.05524975579559,Data Scientist,North America,North America,False,False,1,High,2,1
2023,Data Scientist,Data Science and Research,USD,146000,146000.0,United States,Senior,Full-time,Remote,United States,M,146000.0,11.891361900690473,Data Scientist,North America,North America,False,False,1,High,2,1
2023,Data Engineer,Data Engineering,USD,148000,148000.0,United States,Mid-level,Full-time,In-person,United States,M,148000.0,11.904967552746252,Data Engineer,North America,North America,False,False,0,High,1,1
2023,Data Engineer,Data Engineering,USD,99000,99000.0,United States,Mid-level,Full-time,In-person,United States,M,99000.0,11.502875129116727,Data Engineer,North America,North America,False,False,0,Low,1,1
2023,Data Scientist,Data Science and Research,USD,150000,150000.0,United States,Senior,Full-time,In-person,United States,M,150000.0,11.918390573078392,Data Scientist,North America,North America,False,False,0,High,2,1
2023,Data Scientist,Data Science and Research,USD,130000,130000.0,United States,Senior,Full-time,In-person,United States,M,130000.0,11.77528972943772,Data Scientist,North America,North America,False,False,0,Medium,2,1
2023,Data Analyst,Data Analysis,USD,105000,105000.0,United States,Entry-level,Full-time,In-person,United States,M,105000.0,11.56171562913966,Data Analyst,North America,North America,False,False,0,Low,0,1
2023,Data Engineer,Data Engineering,USD,99000,99000.0,United States,Senior,Full-time,In-person,United States,M,99000.0,11.502875129116727,Data Engineer,North America,North America,False,False,0,Low,2,1
2023,Data Engineer,Data Engineering,USD,52500,52500.0,United States,Senior,Full-time,In-person,United States,M,52500.0,10.868568448579715,Data Engineer,North America,North America,False,False,0,Low,2,1
2023,Machine Learning Scientist,Machine Learning and AI,USD,180514,180514.0,United States,Senior,Full-time,Remote,United States,M,180514.0,12.10356361607414,ML/AI Engineer,North America,North America,False,False,1,High,2,1
2023,Machine Learning Scientist,Machine Learning and AI,USD,108308,108308.0,United States,Senior,Full-time,Remote,United States,M,108308.0,11.592734299143643,ML/AI Engineer,North America,North America,False,False,1,Medium,2,1
2023,Machine Learning Engineer,Machine Learning and AI,USD,210000,210000.0,United States,Senior,Full-time,In-person,United States,M,210000.0,12.254862809699606,ML/AI Engineer,North America,North America,False,False,0,Very High,2,1
2023,Machine Learning Engineer,Machine Learning and AI,USD,147000,147000.0,United States,Senior,Full-time,In-person,United States,M,147000.0,11.898187865760873,ML/AI Engineer,North America,North America,False,False,0,High,2,1
